Prov/Terr,FED ID,Federal Electoral Districts,Total,Total Income,Net Income,Taxable Income,,,,,,,,,,,,,,,,,,
TOTAL,,,10524680,514718012000 ,473831778000 ,458240242000 ,,,,,,,,,,,,,,,,,,
46,46001,Brandon--Souris,67620,3046361000 ,2825136000 ,2715436000 ,,,,,,,,,,,,,,,,,,
46,46002,Charleswood--St. James--Assiniboia--Headingley,65260,3464853000 ,3169322000 ,3110934000 ,,,,,,,,,,,,,,,,,,
46,46003,Churchill--Keewatinook Aski,56180,1442604000 ,1347954000 ,1247501000 ,,,,,,,,,,,,,,,,,,
46,46004,Dauphin--Swan River--Neepawa,68450,2511058000 ,2342637000 ,2194175000 ,,,,,,,,,,,,,,,,,,
46,46005,Elmwood--Transcona,70690,2829769000 ,2621409000 ,2570008000 ,,,,,,,,,,,,,,,,,,
46,46006,Kildonan--St. Paul,66940,3236950000 ,2978566000 ,2918064000 ,,,,,,,,,,,,,,,,,,
46,46007,Portage--Lisgar,70820,2901905000 ,2706512000 ,2579266000 ,,,,,,,,,,,,,,,,,,
46,46008,Provencher,72740,3161394000 ,2939173000 ,2851680000 ,,,,,,,,,,,,,,,,,,
46,46009,Saint Boniface--Saint Vital,70110,3431034000 ,3145381000 ,3081524000 ,,,,,,,,,,,,,,,,,,
46,46010,Selkirk--Interlake--Eastman,74030,3212306000 ,2956891000 ,2869911000 ,,,,,,,,,,,,,,,,,,
46,46011,Winnipeg Centre,68500,2212174000 ,2082576000 ,1962029000 ,,,,,,,,,,,,,,,,,,
46,46012,Winnipeg North,71400,2254707000 ,2118113000 ,2029944000 ,,,,,,,,,,,,,,,,,,
46,46013,Winnipeg South,78490,3794467000 ,3456561000 ,3396847000 ,,,,,,,,,,,,,,,,,,
46,46014,Winnipeg South Centre,72790,4551394000 ,4191168000 ,4119184000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,974010,42050976000 ,38881398000 ,37646503000 ,,,,,,,,,,,,,,,,,,
47,47001,Battlefords--Lloydminster,54880,2493040000 ,2342828000 ,2251980000 ,,,,,,,,,,,,,,,,,,
47,47002,Cypress Hills--Grasslands,55050,2734264000 ,2558695000 ,2401941000 ,,,,,,,,,,,,,,,,,,
47,47003,Desnethé--Missinippi--Churchill River,46600,1362488000 ,1276564000 ,1182593000 ,,,,,,,,,,,,,,,,,,
47,47004,Carlton Trail--Eagle Creek,57890,2914005000 ,2718611000 ,2612424000 ,,,,,,,,,,,,,,,,,,
47,47005,Moose Jaw--Lake Centre--Lanigan,61300,3165352000 ,2939428000 ,2815583000 ,,,,,,,,,,,,,,,,,,
47,47006,Prince Albert,67130,2938801000 ,2741478000 ,2610952000 ,,,,,,,,,,,,,,,,,,
47,47007,Regina--Lewvan,70740,4085931000 ,3751989000 ,3689667000 ,,,,,,,,,,,,,,,,,,
47,47008,Regina--Qu'Appelle,57900,2634467000 ,2454727000 ,2340564000 ,,,,,,,,,,,,,,,,,,
47,47009,Regina--Wascana,65770,3774248000 ,3485793000 ,3391664000 ,,,,,,,,,,,,,,,,,,
47,47010,Saskatoon--Grasswood,64330,3860780000 ,3567641000 ,3478232000 ,,,,,,,,,,,,,,,,,,
47,47011,Saskatoon--University,61530,3656310000 ,3367772000 ,3298149000 ,,,,,,,,,,,,,,,,,,
47,47012,Saskatoon West,64660,2813024000 ,2632379000 ,2513719000 ,,,,,,,,,,,,,,,,,,
47,47013,Souris--Moose Mountain,59000,3250760000 ,3042840000 ,2938085000 ,,,,,,,,,,,,,,,,,,
47,47014,Yorkton--Melville,55760,2490008000 ,2326318000 ,2196959000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,842540,42173480000 ,39207063000 ,37722511000 ,,,,,,,,,,,,,,,,,,
48,48001,Banff--Airdrie,99670,7346743000 ,6845951000 ,6714773000 ,,,,,,,,,,,,,,,,,,
48,48002,Battle River--Crowfoot,83690,4417677000 ,4153033000 ,3965777000 ,,,,,,,,,,,,,,,,,,
48,48003,Bow River,87150,4838399000 ,4543709000 ,4403366000 ,,,,,,,,,,,,,,,,,,
48,48004,Calgary Centre,95840,10854809000 ,10234041000 ,9996644000 ,,,,,,,,,,,,,,,,,,
48,48005,Calgary Confederation,92120,7606340000 ,7060410000 ,6895248000 ,,,,,,,,,,,,,,,,,,
48,48006,Calgary Forest Lawn,87330,3393576000 ,3214410000 ,3092239000 ,,,,,,,,,,,,,,,,,,
48,48007,Calgary Heritage,88810,6950984000 ,6476598000 ,6365143000 ,,,,,,,,,,,,,,,,,,
48,48008,Calgary Midnapore,94680,6772492000 ,6290029000 ,6198091000 ,,,,,,,,,,,,,,,,,,
48,48009,Calgary Nose Hill,90620,5482741000 ,5061449000 ,4959103000 ,,,,,,,,,,,,,,,,,,
48,48010,Calgary Rocky Ridge,96070,6838281000 ,6288066000 ,6200251000 ,,,,,,,,,,,,,,,,,,
48,48011,Calgary Shepard,107680,7320373000 ,6814323000 ,6718511000 ,,,,,,,,,,,,,,,,,,
48,48012,Calgary Signal Hill,90150,8263138000 ,7685092000 ,7553640000 ,,,,,,,,,,,,,,,,,,
48,48013,Calgary Skyview,100560,4031062000 ,3800317000 ,3707229000 ,,,,,,,,,,,,,,,,,,
48,48014,Edmonton Centre,87500,5648380000 ,5286754000 ,5145244000 ,,,,,,,,,,,,,,,,,,
48,48015,Edmonton Griesbach,88830,3770527000 ,3550167000 ,3347694000 ,,,,,,,,,,,,,,,,,,
48,48016,Edmonton Manning,90560,4544793000 ,4231480000 ,4127237000 ,,,,,,,,,,,,,,,,,,
48,48017,Edmonton Mill Woods,90270,4273399000 ,3994373000 ,3902232000 ,,,,,,,,,,,,,,,,,,
48,48018,Edmonton Riverbend,92790,7488838000 ,6926661000 ,6831082000 ,,,,,,,,,,,,,,,,,,
48,48019,Edmonton Strathcona,81260,5170096000 ,4785647000 ,4695083000 ,,,,,,,,,,,,,,,,,,
48,48020,Edmonton West,91570,5865577000 ,5469760000 ,5366530000 ,,,,,,,,,,,,,,,,,,
48,48021,Edmonton--Wetaskiwin,111670,7114750000 ,6644200000 ,6535754000 ,,,,,,,,,,,,,,,,,,
48,48022,Foothills,87650,6947565000 ,6525216000 ,6297833000 ,,,,,,,,,,,,,,,,,,
48,48023,Fort McMurray--Cold Lake,84710,7048514000 ,6670422000 ,6525133000 ,,,,,,,,,,,,,,,,,,
48,48024,Grande Prairie--Mackenzie,91890,5852702000 ,5560612000 ,5301209000 ,,,,,,,,,,,,,,,,,,
48,48025,Lakeland,87360,4893012000 ,4616826000 ,4446781000 ,,,,,,,,,,,,,,,,,,
48,48026,Lethbridge,87650,4441845000 ,4128695000 ,3987654000 ,,,,,,,,,,,,,,,,,,
48,48027,Medicine Hat--Cardston--Warner,84610,4177906000 ,3911896000 ,3764516000 ,,,,,,,,,,,,,,,,,,
48,48028,Peace River--Westlock,80420,4038064000 ,3824441000 ,3596150000 ,,,,,,,,,,,,,,,,,,
48,48029,Red Deer--Mountain View,89530,5549636000 ,5210901000 ,5066839000 ,,,,,,,,,,,,,,,,,,
48,48030,Red Deer--Lacombe,95150,5363870000 ,5059226000 ,4910528000 ,,,,,,,,,,,,,,,,,,
48,48031,St. Albert--Edmonton,91090,5965242000 ,5492714000 ,5402315000 ,,,,,,,,,,,,,,,,,,
48,48032,Sherwood Park--Fort Saskatchewan,93000,7359319000 ,6837948000 ,6749385000 ,,,,,,,,,,,,,,,,,,
48,48033,Sturgeon River--Parkland,92900,6187639000 ,5793499000 ,5681702000 ,,,,,,,,,,,,,,,,,,
48,48034,Yellowhead,76170,4397036000 ,4159184000 ,4045428000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,3090900,200215325000 ,187148050000 ,182496345000 ,,,,,,,,,,,,,,,,,,
59,59001,Abbotsford,78630,3231068000 ,3013973000 ,2899939000 ,,,,,,,,,,,,,,,,,,
59,59002,Burnaby North--Seymour,82630,4233544000 ,3884535000 ,3790455000 ,,,,,,,,,,,,,,,,,,
59,59003,Burnaby South,93060,3755893000 ,3464284000 ,3357958000 ,,,,,,,,,,,,,,,,,,
59,59004,Cariboo--Prince George,84790,3800584000 ,3533881000 ,3422848000 ,,,,,,,,,,,,,,,,,,
59,59005,Central Okanagan--Similkameen--Nicola,92090,4104498000 ,3797319000 ,3670311000 ,,,,,,,,,,,,,,,,,,
59,59006,Chilliwack--Hope,78560,3228615000 ,2994507000 ,2878932000 ,,,,,,,,,,,,,,,,,,
59,59007,Cloverdale--Langley City,86690,4021025000 ,3711592000 ,3622618000 ,,,,,,,,,,,,,,,,,,
59,59008,Coquitlam--Port Coquitlam,96570,4313689000 ,3964331000 ,3854687000 ,,,,,,,,,,,,,,,,,,
59,59009,Courtenay--Alberni,97020,4123007000 ,3785424000 ,3637926000 ,,,,,,,,,,,,,,,,,,
59,59010,Cowichan--Malahat--Langford,86800,3855599000 ,3536848000 ,3427687000 ,,,,,,,,,,,,,,,,,,
59,59011,Delta,82280,4238536000 ,3882536000 ,3784017000 ,,,,,,,,,,,,,,,,,,
59,59012,Fleetwood--Port Kells,91570,3511994000 ,3252766000 ,3140945000 ,,,,,,,,,,,,,,,,,,
59,59013,Kamloops--Thompson--Cariboo,101190,4618142000 ,4260206000 ,4133887000 ,,,,,,,,,,,,,,,,,,
59,59014,Kelowna--Lake Country,96710,4910504000 ,4545284000 ,4420462000 ,,,,,,,,,,,,,,,,,,
59,59015,Kootenay--Columbia,90050,4122430000 ,3812524000 ,3701451000 ,,,,,,,,,,,,,,,,,,
59,59016,Langley--Aldergrove,90050,4640675000 ,4285539000 ,4173716000 ,,,,,,,,,,,,,,,,,,
59,59017,Mission--Matsqui--Fraser Canyon,71790,2752865000 ,2567815000 ,2455975000 ,,,,,,,,,,,,,,,,,,
59,59018,Nanaimo--Ladysmith,98200,4262285000 ,3919029000 ,3779503000 ,,,,,,,,,,,,,,,,,,
59,59019,New Westminster--Burnaby,90840,3812263000 ,3515111000 ,3397923000 ,,,,,,,,,,,,,,,,,,
59,59020,North Okanagan--Shuswap,104110,4459345000 ,4138586000 ,3982318000 ,,,,,,,,,,,,,,,,,,
59,59021,North Vancouver,92440,5512373000 ,5052907000 ,4940360000 ,,,,,,,,,,,,,,,,,,
59,59022,Pitt Meadows--Maple Ridge,77580,3713786000 ,3425038000 ,3339060000 ,,,,,,,,,,,,,,,,,,
59,59023,Port Moody--Coquitlam,87780,4358259000 ,3997545000 ,3902130000 ,,,,,,,,,,,,,,,,,,
59,59024,Prince George--Peace River--Northern Rockies,84180,4648365000 ,4374580000 ,4182869000 ,,,,,,,,,,,,,,,,,,
59,59025,Richmond Centre,83150,3224304000 ,2965550000 ,2863555000 ,,,,,,,,,,,,,,,,,,
59,59026,Esquimalt--Saanich--Sooke,86650,4049261000 ,3706130000 ,3616240000 ,,,,,,,,,,,,,,,,,,
59,59027,Saanich--Gulf Islands,87410,4686762000 ,4255511000 ,4164376000 ,,,,,,,,,,,,,,,,,,
59,59028,Skeena--Bulkley Valley,67490,2866709000 ,2662210000 ,2570865000 ,,,,,,,,,,,,,,,,,,
59,59029,South Okanagan--West Kootenay,100590,4205303000 ,3890573000 ,3745132000 ,,,,,,,,,,,,,,,,,,
59,59030,South Surrey--White Rock,82940,5017003000 ,4579544000 ,4467497000 ,,,,,,,,,,,,,,,,,,
59,59031,Steveston--Richmond East,84250,3322567000 ,3065647000 ,2962553000 ,,,,,,,,,,,,,,,,,,
59,59032,Surrey Centre,91740,2816317000 ,2660135000 ,2505362000 ,,,,,,,,,,,,,,,,,,
59,59033,Surrey--Newton,86160,2809147000 ,2639617000 ,2512511000 ,,,,,,,,,,,,,,,,,,
59,59034,Vancouver Centre,106600,7220653000 ,6688065000 ,6500065000 ,,,,,,,,,,,,,,,,,,
59,59035,Vancouver East,90540,3788774000 ,3513755000 ,3333385000 ,,,,,,,,,,,,,,,,,,
59,59036,Vancouver Granville,85420,5628922000 ,5182019000 ,5058617000 ,,,,,,,,,,,,,,,,,,
59,59037,North Island--Powell River,84580,3646723000 ,3358727000 ,3241284000 ,,,,,,,,,,,,,,,,,,
59,59038,Vancouver Kingsway,84380,3156619000 ,2922752000 ,2810595000 ,,,,,,,,,,,,,,,,,,
59,59039,Vancouver Quadra,80110,6016245000 ,5534667000 ,5419705000 ,,,,,,,,,,,,,,,,,,
59,59040,Vancouver South,82480,2983073000 ,2760615000 ,2643192000 ,,,,,,,,,,,,,,,,,,
59,59041,Victoria,103190,5535333000 ,5081084000 ,4945006000 ,,,,,,,,,,,,,,,,,,
59,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,98390,6563894000 ,6076147000 ,5911706000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,3721670,175766953000 ,162258910000 ,157169622000 ,,,,,,,,,,,,,,,,,,
60,60001,Yukon,28010,1511702000 ,1393351000 ,1259695000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,28010,1511702000 ,1393351000 ,1259695000 ,,,,,,,,,,,,,,,,,,
61,61001,Northwest Territories,31850,1962928000 ,1818601000 ,1676078000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,31850,1962928000 ,1818601000 ,1676078000 ,,,,,,,,,,,,,,,,,,
62,62001,Nunavut,21050,1026526000 ,961010000 ,863665000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,21050,1026526000 ,961010000 ,863665000 ,,,,,,,,,,,,,,,,,,
TOTAL,,,27673550,1334273688000 ,1230748675000 ,1190410313000 ,,,,,,,,,,,,,,,,,,
